"start","connection","end","strength","state"
"KLM","headquartered_in","Amstelveen","0.0","0"
"KLM","owns","Cygnific","0.1","0"
"KLM","owns","KLM Asia","0.1","0"
"KLM","owns","KLM Cityhopper","0.1","0"
"KLM","owns","Martinair","0.1","0"
"KLM","owns","Transavia","0.1","0"
"KS-1 Komet","guided_by","active radar homing","0.1","0"
"KS-1 Komet","guided_by","inertial guidance","0.1","0"
"KS-1 Komet","has_type","Air-to-surface missile","0.1","0"
"KS-1 Komet","has_type","Anti-ship missile","0.1","0"
"KS-1 Komet","has_warhead","600 kg (1,300 lb) High Explosive","0.1","0"
"KS-1 Komet","launched_from","Tupolev Tu-16 'Badger'","0.1","0"
"KS-1 Komet","launched_from","Tupolev Tu-4 (K variant only)","0.1","0"
"KS-1 Komet","made_by","MKB Raduga","0.1","0"
"KS-1 Komet","originated_in","Soviet Union","0.1","0"
"KSR-2","guided_by","Inertial guidance","0.1","0"
"KSR-2","guided_by","active radar homing","0.1","0"
"KSR-2","has_type","Air-launched cruise missile","0.1","0"
"KSR-2","has_variant","anti-radiation missile","0.1","0"
"KSR-2","has_warhead","High-explosive or nuclear","0.1","0"
"KSR-2","made_by","MKB Raduga","0.1","0"
"KSR-2","operated_by","Iraq","0.1","0"
"KSR-2","operated_by","Soviet Union","0.1","0"
"KSR-2","originated_in","Soviet Union","0.1","0"
"KSR-2","used_in","Iran–Iraq War","0.1","0"
"KSR-2","used_in","Yom Kippur War","0.1","0"
"KSR-5","designed_by","Mikoyan","0.1","0"
"KSR-5","designed_by","Tupolev","0.1","0"
"KSR-5","guided_by","Inertial with active or passive radar","0.1","0"
"KSR-5","has_type","Air-to-surface missile","0.1","0"
"KSR-5","has_variant","See variants","0.1","0"
"KSR-5","has_warhead","High-explosive","0.1","0"
"KSR-5","has_warhead","nuclear","0.1","0"
"KSR-5","has_warhead","semi-armour-piercing","0.1","0"
"KSR-5","launched_from","Tu-16","0.1","0"
"KSR-5","launched_from","Tu-22M","0.1","0"
"KSR-5","launched_from","Tu-95M","0.1","0"
"KSR-5","operated_by","See operators","0.1","0"
"KSR-5","originated_in","Soviet Union","0.1","0"
"KT Corporation","has_key_person","CEO","0.0","0"
"KT Corporation","headquartered_in","Bundang District","0.0","0"
"KT Corporation","headquartered_in","Seongnam","0.0","0"
"KT Corporation","in_industry","Telecommunications","0.0","0"
"KT Corporation","makes","Credit card","0.1","0"
"KT Corporation","makes","Digital television","0.1","0"
"KT Corporation","makes","Education","0.1","0"
"KT Corporation","makes","Entertainment","0.1","0"
"KT Corporation","makes","Fixed line","0.1","0"
"KT Corporation","makes","Infrastructure","0.1","0"
"KT Corporation","makes","Internet services","0.1","0"
"KT Corporation","makes","Mobile telephony","0.1","0"
"KT Corporation","makes","Real estate","0.1","0"
"KT Corporation","makes","Software","0.1","0"
"KT Corporation","makes","Sports","0.1","0"
"KT Corporation","owns","Genie Music","0.1","0"
"KT Corporation","owns","KT SkyLife","0.1","0"
"Kalibr (missile family)","guided_by","Inertial guidance","0.1","0"
"Kalibr (missile family)","guided_by","active radar homing","0.1","0"
"Kalibr (missile family)","has_type","Anti-ship missile","0.1","0"
"Kalibr (missile family)","has_type","Cruise missile","0.1","0"
"Kalibr (missile family)","has_warhead","400–500 kg","0.1","0"
"Kalibr (missile family)","launched_from","TEL","0.1","0"
"Kalibr (missile family)","launched_from","containers","0.1","0"
"Kalibr (missile family)","launched_from","naval ships","0.1","0"
"Kalibr (missile family)","launched_from","submarines","0.1","0"
"Kalibr (missile family)","made_by","KTRV","0.1","0"
"Kalibr (missile family)","made_by","Novator Design Bureau","0.1","0"
"Kalibr (missile family)","operated_by","Operators","0.1","0"
"Kalibr (missile family)","originated_in","Russia","0.1","0"
"Kalibr (missile family)","used_in","Russo-Ukrainian War","0.1","0"
"Kalibr (missile family)","used_in","Syrian Civil War","0.1","0"
"Kamaz","makes","Trucks","0.1","0"
"Kamaz","makes","buses","0.1","0"
"Kamaz","makes","diesel engines","0.1","0"
"Karl-Gerät","designed_by","Rheinmetall","0.1","0"
"Karl-Gerät","has_type","mortar","0.1","0"
"Karl-Gerät","has_variant","Gerät 041","0.1","0"
"Karl-Gerät","made_by","Rheinmetall","0.1","0"
"Karl-Gerät","operated_by","Wehrmacht","0.1","0"
"Karl-Gerät","originated_in","Germany","0.1","0"
"Karl-Gerät","used_in","World War II","0.1","0"
"Kaspersky Lab","makes","Cybersecurity software","0.1","0"
"Kaspersky Lab","provides","Computer security","0.1","0"
"Kawasaki C-1","has_type","Military transport aircraft","0.1","0"
"Kawasaki C-1","made_by","Kawasaki Heavy Industries","0.1","0"
"Kawasaki C-1","operated_by","Japan Air Self-Defense Force","0.1","0"
"Kawasaki C-1","originated_in","Japan","0.1","0"
"Kellanova","makes","Cereals","0.1","0"
"Kellanova","makes","Crackers","0.1","0"
"Kellanova","makes","Frozen waffles","0.1","0"
"Kellanova","makes","Toaster pastries","0.1","0"
"Kellanova","makes","Vegetarian foods","0.1","0"
"Kellanova","owns_brand","Cheez-It","0.1","0"
"Kellanova","owns_brand","Eggo","0.1","0"
"Kellanova","owns_brand","Gardenburger","0.1","0"
"Kellanova","owns_brand","Pop-Tarts","0.1","0"
"Kellanova","owns_brand","Pringles","0.1","0"
"Kellanova","owns_brand","Rice Krispies Treats","0.1","0"
"Kellanova","owns_brand","Rxbar","0.1","0"
"Kh-101","guided_by","Doppler radar","0.0","0"
"Kh-101","guided_by","inertial guidance","0.0","0"
"Kh-101","guided_by","terrain map","0.0","0"
"Kh-101","has_type","Air-launched cruise missile","0.1","0"
"Kh-101","has_warhead","Thermonuclear","0.0","0"
"Kh-101","launched_from","Tu-160","0.0","0"
"Kh-101","launched_from","Tu-95MS","0.0","0"
"Kh-101","made_by","MKB Raduga","0.1","0"
"Kh-101","operated_by","Russian Aerospace Forces","0.1","0"
"Kh-101","originated_in","Russia","0.1","0"
"Kh-101","used_in","Russian invasion of Ukraine","0.1","0"
"Kh-101","used_in","Russo-Ukrainian War","0.1","0"
"Kh-101","used_in","Syrian Civil War","0.1","0"
"Kh-15","designed_by","Raduga","0.1","0"
"Kh-15","guided_by","active radar homing","0.1","0"
"Kh-15","guided_by","anti-radiation missile","0.1","0"
"Kh-15","guided_by","inertial guidance","0.1","0"
"Kh-15","has_type","Air-launched ballistic missile","0.1","0"
"Kh-15","has_type","Air-to-ground missile","0.1","0"
"Kh-15","has_type","Anti-radiation missile","0.1","0"
"Kh-15","has_type","Anti-ship missile","0.1","0"
"Kh-15","has_warhead","conventional","0.1","0"
"Kh-15","has_warhead","nuclear","0.1","0"
"Kh-15","launched_from","Tu-22M","0.1","0"
"Kh-15","made_by","Dubna Machine-building Plant","0.1","0"
"Kh-15","operated_by","Russia","0.1","0"
"Kh-15","originated_in","Soviet Union","0.1","0"
"Kh-20","designed_by","Mikhail Gurevich","0.1","0"
"Kh-20","guided_by","Inertial guidance","0.1","0"
"Kh-20","guided_by","command guidance","0.1","0"
"Kh-20","has_type","cruise missile","0.1","0"
"Kh-20","has_warhead","Thermonuclear warhead","0.1","0"
"Kh-20","launched_from","Tu-95","0.1","0"
"Kh-20","operated_by","Soviet Air Forces","0.1","0"
"Kh-20","originated_in","Soviet Union","0.1","0"
"Kh-22","designed_by","MKB Raduga","0.1","0"
"Kh-22","guided_by","Inertial guidance","0.1","0"
"Kh-22","guided_by","active radar homing","0.1","0"
"Kh-22","has_type","Anti-ship","0.1","0"
"Kh-22","has_type","cruise missile","0.1","0"
"Kh-22","has_warhead","kt","0.1","0"
"Kh-22","has_warhead","thermonuclear weapon","0.1","0"
"Kh-22","launched_from","Tu-22M, Тu-22К, Тu-95К22","0.1","0"
"Kh-22","operated_by","Russia","0.1","0"
"Kh-22","originated_in","Soviet Union","0.1","0"
"Kh-22","used_in","Russian invasion of Ukraine","0.1","0"
"Kh-22","used_in","Russo-Ukrainian War","0.1","0"
"Kh-23 Grom","designed_by","Yurii N. Korolyov","0.1","0"
"Kh-23 Grom","guided_by","Beam riding","0.1","0"
"Kh-23 Grom","guided_by","TV guidance","0.1","0"
"Kh-23 Grom","guided_by","command guidance","0.1","0"
"Kh-23 Grom","has_type","air-to-surface missile","0.1","0"
"Kh-23 Grom","launched_from","MiG-21","0.1","0"
"Kh-23 Grom","launched_from","MiG-23","0.1","0"
"Kh-23 Grom","launched_from","MiG-27","0.1","0"
"Kh-23 Grom","launched_from","Su-17","0.1","0"
"Kh-23 Grom","launched_from","Yak-38","0.1","0"
"Kh-23 Grom","made_by","Zvezda-Strela","0.1","0"
"Kh-23 Grom","operated_by","FSU, Warsaw Pact, Iraq, India","0.1","0"
"Kh-23 Grom","originated_in","Soviet Union","0.1","0"
"Kh-25","guided_by","IIR","0.1","0"
"Kh-25","guided_by","Laser guidance","0.1","0"
"Kh-25","guided_by","Satellite guidance","0.1","0"
"Kh-25","guided_by","TV guidance","0.1","0"
"Kh-25","guided_by","active radar homing","0.1","0"
"Kh-25","guided_by","passive radiation","0.1","0"
"Kh-25","has_type","air-to-surface missile","0.1","0"
"Kh-25","has_warhead","High explosive, shell-forming","0.1","0"
"Kh-25","made_by","Zvezda-Strela","0.1","0"
"Kh-25","originated_in","Soviet Union","0.1","0"
"Kh-28","designed_by","Alexander Yakovlevich Bereznyak","0.1","0"
"Kh-28","guided_by","Inertial guidance","0.1","0"
"Kh-28","guided_by","passive radar","0.1","0"
"Kh-28","has_type","anti-radiation missile","0.1","0"
"Kh-28","has_warhead","Blast fragmentation","0.1","0"
"Kh-28","made_by","MKB Raduga","0.1","0"
"Kh-28","operated_by","FSU, Warsaw Pact, India, Iraq, Vietnam","0.0","0"
"Kh-28","originated_in","Soviet Union","0.1","0"
"Kh-29","designed_by","Matus Bisnovat","0.1","0"
"Kh-29","guided_by","TV guidance","0.1","0"
"Kh-29","guided_by","active radar homing","0.1","0"
"Kh-29","guided_by","infrared homing","0.1","0"
"Kh-29","guided_by","laser guidance","0.1","0"
"Kh-29","guided_by","passive homing","0.1","0"
"Kh-29","has_type","air-to-surface missile","0.1","0"
"Kh-29","has_warhead","armour-piercing","0.1","0"
"Kh-29","launched_from","Mirage F1","0.1","0"
"Kh-29","launched_from","Su-17/22","0.1","0"
"Kh-29","launched_from","Su-24","0.1","0"
"Kh-29","launched_from","Su-33","0.1","0"
"Kh-29","launched_from","Su-34","0.1","0"
"Kh-29","launched_from","Su-37","0.1","0"
"Kh-29","made_by","Vympel","0.1","0"
"Kh-29","operated_by","Warsaw Pact, China, India, Iraq","0.1","0"
"Kh-29","originated_in","Soviet Union","0.1","0"
"Kh-29","used_in","Iran–Iraq War","0.1","0"
"Kh-29","used_in","Russian bombing of Syria","0.1","0"
"Kh-29","used_in","Russian invasion of Ukraine","0.1","0"
"Kh-29","used_in","Russo-Ukrainian War","0.1","0"
"Kh-29","used_in","Second Libyan Civil War","0.1","0"
"Kh-29","used_in","Syrian Civil War","0.1","0"
"Kh-31","guided_by","active radar homing","0.1","0"
"Kh-31","guided_by","inertial guidance","0.1","0"
"Kh-31","guided_by","passive radar","0.1","0"
"Kh-31","has_type","Anti-radiation missile","0.1","0"
"Kh-31","has_type","Anti-ship missile","0.1","0"
"Kh-31","has_warhead","Penetrating, armor-piercing.(Kh-31A) HE shaped charge","0.1","0"
"Kh-31","made_by","Tactical Missiles Corporation","0.1","0"
"Kh-31","operated_by","Russia, Serbia, China, India, Algeria, Egypt","0.1","0"
"Kh-31","originated_in","Soviet Union","0.1","0"
"Kh-31","used_in","Russian invasion of Ukraine","0.1","0"
"Kh-31","used_in","Russo-Georgian War","0.1","0"
"Kh-31","used_in","Russo-Ukrainian War","0.1","0"
"Kh-32","designed_by","MKB Raduga","0.1","0"
"Kh-32","guided_by","Inertial guidance","0.1","0"
"Kh-32","guided_by","active radar homing","0.1","0"
"Kh-32","has_type","Air-to-surface missile","0.1","0"
"Kh-32","launched_from","Tu-22M3M","0.1","0"
"Kh-32","operated_by","Russia","0.1","0"
"Kh-32","originated_in","Soviet Union","0.1","0"
"Kh-35","designed_by","Zvezda","0.1","0"
"Kh-35","guided_by","X-band","0.1","0"
"Kh-35","guided_by","active radar homing","0.1","0"
"Kh-35","guided_by","inertial guidance","0.1","0"
"Kh-35","has_type","Air-to-surface","0.1","0"
"Kh-35","has_type","Anti-ship missile","0.1","0"
"Kh-35","has_type","Cruise missile","0.1","0"
"Kh-35","has_type","Land-attack missile","0.1","0"
"Kh-35","has_type","Surface-to-surface missile","0.1","0"
"Kh-35","has_warhead","shaped charge","0.1","0"
"Kh-35","launched_from","ALCM","0.1","0"
"Kh-35","launched_from","HAL Tejas","0.1","0"
"Kh-35","launched_from","Ka-27","0.1","0"
"Kh-35","launched_from","Ka-28","0.1","0"
"Kh-35","launched_from","Ka-52","0.1","0"
"Kh-35","launched_from","MiG-29","0.1","0"
"Kh-35","launched_from","Su-24","0.1","0"
"Kh-35","launched_from","Su-27","0.1","0"
"Kh-35","launched_from","Su-30MKI","0.1","0"
"Kh-35","launched_from","Su-30SM","0.1","0"
"Kh-35","launched_from","Su-34","0.1","0"
"Kh-35","launched_from","Su-57","0.1","0"
"Kh-35","launched_from","Sukhoi Su-35","0.1","0"
"Kh-35","launched_from","TEL","0.1","0"
"Kh-35","launched_from","Tupolev Tu-142","0.1","0"
"Kh-35","made_by","Tactical Missiles Corporation","0.1","0"
"Kh-35","operated_by","Indian Navy","0.1","0"
"Kh-35","operated_by","Russian Navy","0.1","0"
"Kh-35","operated_by","Vietnam People's Navy","0.1","0"
"Kh-35","originated_in","Soviet Union","0.1","0"
"Kh-38","designed_by","Tactical Missiles Corporation","0.1","0"
"Kh-38","guided_by","Laser, active radar, IR, satellite, depending on variant","0.1","0"
"Kh-38","has_type","air-to-surface missile","0.1","0"
"Kh-38","has_warhead","HE fragmentation, cluster warhead, armor-piercing","0.1","0"
"Kh-38","launched_from","Ka-52K","0.1","0"
"Kh-38","launched_from","MiG-35","0.1","0"
"Kh-38","launched_from","Su-25SM3","0.1","0"
"Kh-38","launched_from","Su-34","0.1","0"
"Kh-38","launched_from","Su-57","0.1","0"
"Kh-38","made_by","Tactical Missiles Corporation","0.1","0"
"Kh-38","operated_by","Russia","0.1","0"
"Kh-38","originated_in","Russia","0.1","0"
"Kh-38","used_in","Russo-Ukrainian War","0.1","0"
"Kh-38","used_in","Syrian Civil War","0.1","0"
"Kh-45","has_type","Air-to-surface missile","0.1","0"
"Kh-45","has_type","Anti-ship missile","0.1","0"
"Kh-45","has_variant","See Variants","0.1","0"
"Kh-45","operated_by","Never entered service","0.1","0"
"Kh-45","originated_in","Soviet Union","0.1","0"
"Kh-47M2 Kinzhal","designed_by","Tactical Missiles Corporation JSC","0.1","0"
"Kh-47M2 Kinzhal","designed_by","Votkinsk Plant State Production Association","0.1","0"
"Kh-47M2 Kinzhal","guided_by","INS","0.1","0"
"Kh-47M2 Kinzhal","has_type","Air-launched ballistic missile","0.1","0"
"Kh-47M2 Kinzhal","has_warhead","HE","0.1","0"
"Kh-47M2 Kinzhal","has_warhead","kt","0.1","0"
"Kh-47M2 Kinzhal","has_warhead","nuclear warhead","0.1","0"
"Kh-47M2 Kinzhal","launched_from","MiG-31BM/K","0.1","0"
"Kh-47M2 Kinzhal","launched_from","Su-34","0.1","0"
"Kh-47M2 Kinzhal","launched_from","Su‐57","0.1","0"
"Kh-47M2 Kinzhal","launched_from","Tu-22M3M","0.1","0"
"Kh-47M2 Kinzhal","operated_by","Russian Aerospace Forces","0.1","0"
"Kh-47M2 Kinzhal","originated_in","Russia","0.1","0"
"Kh-47M2 Kinzhal","used_in","Russian invasion of Ukraine","0.1","0"
"Kh-55","guided_by","Doppler radar","0.1","0"
"Kh-55","guided_by","IIR","0.1","0"
"Kh-55","guided_by","TC","0.1","0"
"Kh-55","guided_by","active radar homing","0.1","0"
"Kh-55","guided_by","inertial guidance","0.1","0"
"Kh-55","guided_by","terrain map","0.1","0"
"Kh-55","has_type","Air-launched cruise missile","0.1","0"
"Kh-55","has_warhead","Thermonuclear weapon","0.1","0"
"Kh-55","launched_from","Su-34","0.1","0"
"Kh-55","launched_from","Tu-160","0.1","0"
"Kh-55","launched_from","Tu-95MS","0.1","0"
"Kh-55","made_by","Kharkiv","0.1","0"
"Kh-55","made_by","Raduga OKB","0.1","0"
"Kh-55","operated_by","Soviet Union, Russia, China, Iran","0.1","0"
"Kh-55","originated_in","Soviet Union","0.1","0"
"Kh-55","used_in","Russian invasion of Ukraine","0.1","0"
"Kh-55","used_in","Syrian Civil War","0.1","0"
"Kh-58","guided_by","Inertial with passive radar seeker","0.1","0"
"Kh-58","has_type","anti-radiation missile","0.1","0"
"Kh-58","has_type","surface-to-surface missile","0.1","0"
"Kh-58","has_warhead","High Explosive","0.1","0"
"Kh-58","launched_from","Su-24M, Mig-25BM, Su-22M4, Su-25TK, Su-30MK","0.1","0"
"Kh-58","made_by","Raduga NPO","0.1","0"
"Kh-58","operated_by","Russia, India, Algeria, Iran","0.1","0"
"Kh-58","originated_in","Russia","0.1","0"
"Kh-58","originated_in","Soviet Union","0.1","0"
"Kh-58","used_in","Iran–Iraq War","0.1","0"
"Kh-58","used_in","Russian invasion of Ukraine","0.1","0"
"Kh-58","used_in","Russo-Georgian War","0.1","0"
"Kh-58","used_in","Russo-Ukrainian War","0.1","0"
"Kh-59","designed_by","MKB Raduga","0.1","0"
"Kh-59","guided_by","Inertial guidance","0.1","0"
"Kh-59","guided_by","TV guidance","0.1","0"
"Kh-59","guided_by","active radar homing","0.1","0"
"Kh-59","guided_by","millimeter wave","0.1","0"
"Kh-59","has_type","Air-launched cruise missile","0.1","0"
"Kh-59","has_type","Air-to-surface missile","0.1","0"
"Kh-59","has_type","Anti-ship missile","0.1","0"
"Kh-59","has_type","Cruise missile","0.1","0"
"Kh-59","has_type","Land-attack missile","0.1","0"
"Kh-59","has_warhead","shaped-charge","0.1","0"
"Kh-59","launched_from","HAL Tejas","0.1","0"
"Kh-59","launched_from","Su-30 MKI","0.1","0"
"Kh-59","made_by","Tactical Missiles Corporation","0.1","0"
"Kh-59","operated_by","Russia, China, India, Algeria","0.1","0"
"Kh-59","originated_in","Russia","0.1","0"
"Kh-59","originated_in","Soviet Union","0.1","0"
"Kh-59","used_in","First Chechen War","0.1","0"
"Kh-59","used_in","Russo-Ukrainian War","0.1","0"
"Kh-59","used_in","Second Chechen War","0.1","0"
"Kh-80","guided_by","Active radar homing","0.1","0"
"Kh-80","guided_by","INS","0.1","0"
"Kh-80","guided_by","TERCOM","0.1","0"
"Kh-80","guided_by","datalink","0.1","0"
"Kh-80","has_type","Supersonic cruise missile","0.1","0"
"Kh-80","has_warhead","various HE FAE TBX, TNW (200 kt to < 6 Mt)","0.1","0"
"Kh-80","launched_from","TEL","0.1","0"
"Kh-80","made_by","KBKhA КБХА Химавтоматика","0.1","0"
"Kh-80","made_by","MKB Raduga","0.1","0"
"Kh-80","made_by","NPO Hartron НПО Хартрон","0.1","0"
"Kh-80","made_by","NPO Mashinostroyeniya","0.1","0"
"Kh-80","originated_in","Russia","0.1","0"
"Khrunichev State Research and Production Space Center","makes","Rockets, Ballistic missiles, Launch vehicles, Spacecraft","0.1","0"
"Kongsberg Defence & Aerospace","has_key_person","President","0.0","0"
"Kongsberg Defence & Aerospace","headquartered_in","Kongsberg","0.0","0"
"Kongsberg Defence & Aerospace","headquartered_in","Norway","0.0","0"
"Kongsberg Defence & Aerospace","in_industry","Military","0.0","0"
"Kongsberg Defence & Aerospace","owned_by","Kongsberg Gruppen","0.0","0"
"Korea Aerospace Industries","has_key_person","CEO","0.0","0"
"Korea Aerospace Industries","headquartered_in","Gyeongsangnam-do","0.0","0"
"Korea Aerospace Industries","headquartered_in","Sacheon-si","0.0","0"
"Korea Aerospace Industries","headquartered_in","South Korea","0.0","0"
"Korea Aerospace Industries","in_industry","Aerospace","0.0","0"
"Korea Aerospace Industries","in_industry","Defense","0.0","0"
"Korea Aerospace Industries","makes","Fixed-wing aircraft","0.1","0"
"Korea Aerospace Industries","makes","Helicopters","0.1","0"
"Korea Aerospace Industries","makes","Satellites","0.1","0"
"Korea Aerospace Industries","makes","Simulators","0.1","0"
"Korea Aerospace Industries","makes","Space launch vehicles","0.1","0"
"Korea Aerospace Industries","makes","Unmanned aerial vehicles","0.1","0"
"Kronshtadt Orion","has_type","Unmanned surveillance and reconnaissance aerial vehicle","0.0","0"
"Kronshtadt Orion","has_type","unmanned combat aerial vehicle","0.0","0"
"Kronshtadt Orion","made_by","Kronstadt Group","0.0","0"
"Kronshtadt Orion","operated_by","Russian Ground Forces","0.0","0"
"Kronshtadt Orion","originated_in","Russia","0.0","0"
"LIG Nex1","has_key_person","CEO","0.0","0"
"LIG Nex1","has_key_person","President","0.0","0"
"LIG Nex1","headquartered_in","Giheung-gu","0.0","0"
"LIG Nex1","headquartered_in","Gyeonggi-do","0.0","0"
"LIG Nex1","headquartered_in","South Korea","0.0","0"
"LIG Nex1","headquartered_in","Yongin-si","0.0","0"
"LIG Nex1","in_industry","Aerospace","0.0","0"
"LIG Nex1","in_industry","Arms","0.0","0"
"LIG Nex1","makes","Avionics","0.1","0"
"LIG Nex1","makes","Communication systems","0.1","0"
"LIG Nex1","makes","Electronics","0.1","0"
"LIG Nex1","makes","Fire-control systems","0.1","0"
"LIG Nex1","makes","Missiles","0.1","0"
"LIG Nex1","makes","Radars","0.1","0"
"LIG Nex1","makes","Rockets","0.1","0"
"LIG Nex1","makes","Torpedoes","0.1","0"
"LIG Nex1","owned_by","LIG Group","0.0","0"
"LKAB","has_division","Minerals Division The Mining Division Special Business Division","0.1","0"
"LKAB","makes","Fines","0.1","0"
"LKAB","makes","Iron ore","0.1","0"
"LKAB","makes","Minerals","0.1","0"
"LKAB","makes","Pellets","0.1","0"
"LKAB","owns","LKAB Malmtrafik","0.1","0"
"Larsen & Toubro","founded_by","Henning Holck-Larsen","0.0","0"
"Larsen & Toubro","founded_by","Søren Kristian Toubro","0.0","0"
"Larsen & Toubro","has_division","B2B eCommerce","0.1","0"
"Larsen & Toubro","has_division","Construction","0.1","0"
"Larsen & Toubro","has_division","Engineering","0.1","0"
"Larsen & Toubro","has_division","Manufacturing","0.1","0"
"Larsen & Toubro","has_division","Technology","0.1","0"
"Larsen & Toubro","has_key_person","A. M. Naik","0.0","0"
"Larsen & Toubro","has_key_person","CFO","0.0","0"
"Larsen & Toubro","has_key_person","Chairman","0.0","0"
"Larsen & Toubro","has_key_person","Chairman Emeritus","0.0","0"
"Larsen & Toubro","has_key_person","MD","0.0","0"
"Larsen & Toubro","has_key_person","S. N. Subrahmanyan","0.0","0"
"Larsen & Toubro","headquartered_in","Ballard Estate","0.0","0"
"Larsen & Toubro","in_industry","Conglomerate","0.0","0"
"Larsen & Toubro","makes","Valves","0.1","0"
"Larsen & Toubro","owns","L&T Metro Rail","0.1","0"
"Larsen & Toubro","owns","L&T Shipbuilding","0.1","0"
"Larsen & Toubro","owns","L&T Technology Services","0.1","0"
"Larsen & Toubro","owns","LTIMindtree","0.1","0"
"Larsen & Toubro","provides","Construction","0.1","0"
"Larsen & Toubro","provides","Defence","0.1","0"
"Larsen & Toubro","provides","Ecommerce","0.1","0"
"Larsen & Toubro","provides","Financial services","0.1","0"
"Larsen & Toubro","provides","Heavy industry","0.1","0"
"Larsen & Toubro","provides","IT services","0.1","0"
"Larsen & Toubro","provides","Infrastructure","0.1","0"
"Larsen & Toubro","provides","Power generation","0.1","0"
"Larsen & Toubro","provides","Rapid transit","0.1","0"
"Larsen & Toubro","provides","Real estate","0.1","0"
"Larsen & Toubro","provides","Shipbuilding","0.1","0"
"Lavochkin","makes","space probes","0.1","0"
"Leonardo (company)","makes","Aeronautics","0.1","0"
"Leonardo (company)","makes","aircraft","0.1","0"
"Leonardo (company)","makes","autocannons","0.1","0"
"Leonardo (company)","makes","defence systems","0.1","0"
"Leonardo (company)","makes","electronics","0.1","0"
"Leonardo (company)","makes","helicopters","0.1","0"
"Leonardo (company)","makes","missiles","0.1","0"
"Leonardo (company)","makes","naval artillery","0.1","0"
"Leonardo (company)","makes","remote controlled weapon stations","0.1","0"
"Leonardo (company)","makes","rotary cannons","0.1","0"
"Leonardo (company)","makes","torpedoes","0.1","0"
"Leonardo (company)","makes","turrets","0.1","0"
"Leonardo (company)","makes","unmanned ground vehicles","0.1","0"
"Leonardo (company)","makes","unmanned underwater vehicles","0.1","0"
"Leonardo (company)","owns","ATR","0.1","0"
"Leonardo (company)","owns","Avio","0.1","0"
"Leonardo (company)","owns","Eurofighter GmbH","0.1","0"
"Leonardo (company)","owns","Hensoldt","0.1","0"
"Leonardo (company)","owns","Leonardo DRS","0.1","0"
"Leonardo (company)","owns","MBDA","0.1","0"
"Leonardo (company)","owns","NHIndustries","0.1","0"
"Leonardo (company)","owns","Telespazio","0.1","0"
"Leonardo (company)","owns","Thales Alenia Space","0.1","0"
"Liberty Media","has_division","List of divisions","0.1","0"
"Liberty Media","makes","Broadcasting","0.1","0"
"Liberty Media","makes","Cable television","0.1","0"
"Liberty Media","makes","Movie production","0.1","0"
"Liberty Media","makes","Sport management","0.1","0"
"Liberty Media","makes","TV production","0.1","0"
"Liberty Media","owns","Formula One Group","0.1","0"
"Little, Brown and Company","founded_by","Charles Coffin Little","0.0","0"
"Little, Brown and Company","founded_by","James Brown","0.0","0"
"Little, Brown and Company","owned_by","Hachette Book Group USA","0.0","0"
"Litton Industries","makes","Shipbuilding Aerospace Electronic components Information technology","0.1","0"
"Lockheed AC-130","derived_from","Lockheed C-130 Hercules","0.0","0"
"Lockheed AC-130","derived_from","Lockheed Martin C-130J Super Hercules","0.0","0"
"Lockheed AC-130","has_type","Ground-attack aircraft","0.1","0"
"Lockheed AC-130","has_type","close air support","0.1","0"
"Lockheed AC-130","has_type","gunship","0.1","0"
"Lockheed AC-130","made_by","Boeing","0.1","0"
"Lockheed AC-130","made_by","Lockheed Martin","0.1","0"
"Lockheed AC-130","operated_by","United States Air Force","0.1","0"
"Lockheed AC-130","originated_in","United States","0.1","0"
"Lockheed C-121 Constellation","derived_from","L-1049 Super Constellation","0.0","0"
"Lockheed C-121 Constellation","derived_from","L-749 Constellation","0.0","0"
"Lockheed C-121 Constellation","has_type","Military transport","0.1","0"
"Lockheed C-121 Constellation","has_variant","EC-121 Warning Star","0.1","0"
"Lockheed C-121 Constellation","has_variant","R7V-2/YC-121F Constellation","0.1","0"
"Lockheed C-121 Constellation","made_by","Lockheed Corporation","0.1","0"
"Lockheed C-121 Constellation","operated_by","United States Air Force","0.1","0"
"Lockheed C-121 Constellation","operated_by","United States Navy","0.1","0"
"Lockheed C-121 Constellation","originated_in","United States","0.1","0"
"Lockheed C-130 Hercules","has_type","Tactical airlifter","0.1","0"
"Lockheed C-130 Hercules","has_variant","Lockheed AC-130","0.1","0"
"Lockheed C-130 Hercules","has_variant","Lockheed DC-130","0.1","0"
"Lockheed C-130 Hercules","has_variant","Lockheed EC-130","0.1","0"
"Lockheed C-130 Hercules","has_variant","Lockheed EC-130H Compass Call","0.1","0"
"Lockheed C-130 Hercules","has_variant","Lockheed HC-130","0.1","0"
"Lockheed C-130 Hercules","has_variant","Lockheed L-100 Hercules","0.1","0"
"Lockheed C-130 Hercules","has_variant","Lockheed LC-130","0.1","0"
"Lockheed C-130 Hercules","has_variant","Lockheed MC-130","0.1","0"
"Lockheed C-130 Hercules","has_variant","Lockheed Martin C-130J Super Hercules","0.1","0"
"Lockheed C-130 Hercules","has_variant","Lockheed Martin KC-130","0.1","0"
"Lockheed C-130 Hercules","has_variant","Lockheed RC-130","0.1","0"
"Lockheed C-130 Hercules","has_variant","Lockheed WC-130","0.1","0"
"Lockheed C-130 Hercules","made_by","Lockheed Corporation","0.1","0"
